"carat","cut","color","clarity","depth","table","price","x","y","z"
0.88,"Very Good","I","VS1",63.3,55,2996,6.11,6.06,3.85
0.3,"Very Good","E","VS1",61.9,60,710,4.26,4.3,2.65
0.26,"Very Good","F","VS1",59.5,58,453,4.18,4.23,2.5
0.58,"Ideal","I","VS2",61.8,55,1626,5.36,5.38,3.32
0.3,"Very Good","I","VS1",63.4,54,608,4.32,4.29,2.73
1.51,"Very Good","E","SI2",62.8,59,9058,7.24,7.31,4.57
1.08,"Premium","G","SI2",59.8,57,4318,6.72,6.66,4
0.71,"Ideal","E","SI2",61.2,57,2619,5.75,5.78,3.53
1.51,"Very Good","J","VVS2",62.6,63,8706,7.29,7.24,4.55
0.31,"Ideal","D","VS2",60.8,56,692,4.39,4.42,2.68
1.5,"Good","I","VS1",57.9,60,9828,7.48,7.44,4.32
0.38,"Good","I","SI1",63.7,57,529,4.63,4.57,2.93
0.9,"Very Good","G","SI2",59.9,60,3581,6.19,6.23,3.72
1.03,"Very Good","D","SI1",63,59,5551,6.39,6.44,4.04
0.35,"Premium","E","SI1",61.9,58,788,4.52,4.49,2.79
1.66,"Good","G","VS2",63.2,56,15091,7.49,7.61,4.77
0.76,"Premium","F","SI2",61.8,58,2491,5.88,5.83,3.62
1.13,"Fair","F","SI2",64.4,56,4176,6.58,6.52,4.22
1.53,"Ideal","G","VS2",61.6,57,13369,7.4,7.3,4.53
0.33,"Very Good","G","SI1",59.8,58,492,4.52,4.54,2.71
0.9,"Very Good","D","SI2",60.3,63,3534,6.12,6.22,3.72
1.07,"Ideal","D","IF",60.9,54,17042,6.66,6.73,4.08
1,"Premium","D","SI2",60.3,58,4295,6.48,6.45,3.9
0.31,"Ideal","G","VS2",62.7,57,698,4.34,4.31,2.71
1.01,"Ideal","D","VVS2",61.7,57,10761,6.43,6.47,3.98
0.3,"Very Good","E","VS2",62.4,56,658,4.26,4.33,2.68
1.22,"Ideal","H","VVS2",62.2,56,8014,6.83,6.87,4.26
0.33,"Ideal","F","VVS2",62.2,56,1040,4.45,4.43,2.76
1.01,"Very Good","H","SI1",62.3,57,4306,6.36,6.42,3.98
1.7,"Ideal","H","SI1",62.2,53,9425,7.67,7.6,4.75
0.8,"Ideal","E","SI1",61.1,56,4053,5.98,6.01,3.66
0.42,"Premium","F","VS2",61.9,58,945,4.8,4.76,2.96
1.01,"Very Good","I","SI2",63.1,54,3818,6.39,6.35,4.02
1.54,"Very Good","J","VS1",63.5,57,9285,7.27,7.37,4.65
0.63,"Ideal","G","IF",61.9,56,3363,5.5,5.52,3.41
0.56,"Ideal","D","VS2",60.6,56,2066,5.37,5.33,3.24
0.5,"Ideal","I","SI1",62.3,56,1076,5.04,5.08,3.15
0.71,"Ideal","F","SI2",61.8,57,2667,5.69,5.72,3.53
1.2,"Good","I","SI1",63.9,56,5211,6.62,6.69,4.25
0.75,"Very Good","D","SI1",59.7,62,3046,5.89,5.94,3.53
1.06,"Ideal","F","SI1",61.9,57,5834,6.57,6.54,4.06
0.41,"Ideal","J","VS2",61.7,55,587,4.79,4.81,2.96
1.5,"Premium","I","VS1",61.6,59,9828,7.32,7.26,4.49
0.28,"Very Good","G","VS2",62,56,427,4.16,4.19,2.59
0.51,"Premium","E","VS2",61.4,56,1733,5.18,5.15,3.17
1.09,"Ideal","E","VVS2",61.6,56,10314,6.6,6.64,4.08
1.5,"Premium","G","VS2",62.5,59,12308,7.32,7.28,4.56
0.39,"Premium","J","VS2",61.3,60,581,4.65,4.68,2.86
1.25,"Ideal","J","VVS2",61.1,57,6084,6.94,6.91,4.23
1.51,"Premium","E","VS1",62.7,58,16518,7.25,7.33,4.57
0.52,"Ideal","G","VS1",61.4,56,1722,5.18,5.21,3.19
0.41,"Ideal","E","VVS2",61.4,53.9,1186,4.79,4.81,2.95
0.31,"Premium","G","VS1",62.4,58,802,4.34,4.31,2.7
0.4,"Premium","E","VVS2",61.4,56,1056,4.81,4.74,2.93
0.32,"Premium","H","SI1",60.9,60,591,4.43,4.4,2.69
1.31,"Premium","J","SI1",59.4,60,5546,7.12,7.06,4.21
0.32,"Ideal","H","IF",60.9,56,1080,4.42,4.41,2.69
0.26,"Very Good","G","VVS2",62.6,56,486,4.1,4.13,2.57
1.04,"Ideal","G","SI2",61.4,57,4375,6.48,6.54,4
1.01,"Premium","H","VS1",61.2,61,5294,6.44,6.41,3.93
0.71,"Ideal","G","VVS1",61.2,56,4015,5.75,5.81,3.54
0.42,"Premium","E","SI1",62.7,59,992,4.79,4.78,3
0.33,"Premium","D","SI1",60.3,58,780,4.49,4.47,2.7
0.32,"Premium","E","VS2",61.7,58,900,4.41,4.38,2.71
1.08,"Ideal","H","SI2",59.3,57,4455,6.71,6.74,3.99
0.9,"Very Good","I","VS2",61.6,57,3581,6.13,6.17,3.79
1,"Premium","H","SI2",59.8,61,3360,6.24,6.17,3.71
0.3,"Very Good","G","VS1",60.2,62,565,4.3,4.31,2.59
1.17,"Ideal","G","VS2",61.5,57,6139,6.86,6.8,4.2
0.32,"Ideal","E","VS2",61,56,662,4.4,4.42,2.69
0.51,"Ideal","D","VS2",61.9,57,1787,5.11,5.13,3.17
1.51,"Very Good","F","VS2",63.2,56,13080,7.22,7.28,4.58
0.27,"Ideal","F","VS2",61.8,53,583,4.18,4.2,2.59
0.3,"Good","F","VVS1",61.1,61,682,4.29,4.32,2.63
0.41,"Premium","H","SI1",62,59,683,4.78,4.8,2.97
0.53,"Ideal","I","SI1",61.6,56.6,1127,5.19,5.21,3.21
1.01,"Premium","F","SI2",61.3,60,4497,6.43,6.4,3.93
0.32,"Ideal","D","VVS1",61.8,56,1140,4.41,4.39,2.72
0.92,"Good","D","SI1",60.2,56,5259,6.28,6.32,3.79
1.4,"Ideal","H","VS2",63,56,8977,7.13,7.07,4.47
0.9,"Very Good","E","SI1",63.2,54,4382,6.1,6.17,3.88
0.32,"Ideal","I","VS2",61.5,56,576,4.41,4.4,2.71
0.54,"Very Good","D","SI1",62.1,56,1662,5.22,5.25,3.25
2.12,"Premium","E","SI2",62.4,58,13884,8.22,8.18,5.12
1.14,"Premium","D","SI2",60.3,58,4972,6.79,6.71,4.07
0.36,"Ideal","D","VS2",61.7,55,1094,4.6,4.58,2.83
1.01,"Premium","E","SI2",62.9,59,4688,6.37,6.31,3.99
0.35,"Ideal","G","VVS2",61.2,55,1092,4.62,4.59,2.82
0.93,"Ideal","H","SI1",61.7,55,4317,6.26,6.29,3.87
1.01,"Good","F","IF",62.7,59,9451,6.3,6.42,3.99
1.21,"Ideal","G","VS2",62,56,7806,6.87,6.77,4.23
1.01,"Ideal","I","I1",61.5,57,2896,6.46,6.45,3.97
0.91,"Fair","H","SI1",65.3,62,3278,6.11,6.01,3.96
0.3,"Ideal","G","VVS1",62,58,764,4.27,4.31,2.66
1.22,"Very Good","F","VVS2",60.7,62,10719,6.81,6.84,4.14
0.43,"Very Good","G","SI2",61.3,56.2,729,4.87,4.89,2.99
0.52,"Ideal","D","VS2",61,57,1868,5.21,5.18,3.17
1.35,"Ideal","J","VS1",62.3,54,6048,7.17,7.06,4.43
0.72,"Very Good","E","VS2",61.9,56,2585,5.75,5.79,3.57
0.7,"Fair","E","I1",66.1,58,1273,5.61,5.51,3.67
2.12,"Premium","G","SI2",62.6,59,18164,8.18,8.12,5.1
0.31,"Ideal","F","IF",62.2,54,914,4.37,4.41,2.73
0.3,"Very Good","G","VS2",63.5,59,644,4.22,4.17,2.66
0.42,"Ideal","D","VS2",61.5,55,961,4.83,4.86,2.98
0.4,"Ideal","G","VS2",62.1,58,859,4.68,4.72,2.92
1.06,"Premium","F","SI2",62.4,58,4452,6.54,6.5,4.07
1.02,"Ideal","I","SI2",62.9,56,3521,6.45,6.37,4.03
1.03,"Very Good","I","SI1",63,55,4848,6.37,6.42,4.03
0.7,"Good","G","SI1",64,57,2121,5.63,5.58,3.59
1.01,"Premium","F","SI2",61.8,56,4257,6.43,6.38,3.96
0.42,"Premium","D","SI1",62.8,58,1040,4.79,4.76,3
0.31,"Ideal","G","VS2",61.4,56,544,4.34,4.36,2.67
0.31,"Good","E","SI1",63.6,57,544,4.28,4.3,2.73
0.9,"Very Good","F","SI1",60.4,60,3950,6.23,6.29,3.78
2.63,"Very Good","J","I1",62.3,61,10437,8.76,8.81,5.47
0.5,"Ideal","H","VS2",60.8,56,1446,5.17,5.19,3.14
0.74,"Ideal","G","VS1",61.5,55,2780,5.81,5.86,3.59
0.9,"Ideal","I","SI2",61.9,57,2909,6.19,6.13,3.81
0.3,"Ideal","D","VS2",61.8,55,606,4.32,4.35,2.68
0.41,"Very Good","D","SI1",63.2,58,947,4.77,4.72,3
0.51,"Good","F","SI1",63.6,56,1220,5.08,5.11,3.24
0.48,"Very Good","E","VS1",59.1,62,1616,5.14,5.18,3.05
1.03,"Ideal","G","VS1",62.2,59,7211,6.48,6.42,4.01
1.21,"Premium","F","SI1",61.1,61,5720,6.78,6.74,4.13
0.53,"Ideal","G","VVS2",62.2,54,1948,5.17,5.22,3.23
0.32,"Ideal","D","VS2",62.3,57,758,4.39,4.41,2.74
0.9,"Good","E","SI2",59.9,61,3660,6.16,6.2,3.7
1.01,"Premium","F","SI2",58.8,61,4468,6.53,6.46,3.82
1.21,"Very Good","H","SI1",62.2,56,6194,6.75,6.79,4.21
0.4,"Good","H","SI1",62,61,667,4.69,4.73,2.92
0.75,"Ideal","G","VS2",61.6,55,3073,5.86,5.89,3.62
0.38,"Very Good","E","VS1",58.1,59,1083,4.78,4.82,2.79
1.01,"Ideal","G","IF",61.5,58,8869,6.44,6.47,3.97
0.53,"Ideal","H","VVS1",60.8,56,1781,5.24,5.26,3.19
0.51,"Ideal","D","SI1",60.6,57,1403,5.15,5.18,3.13
0.31,"Ideal","G","IF",61.6,55,924,4.34,4.39,2.69
0.36,"Ideal","E","VS2",61.1,56,1013,4.63,4.6,2.82
2.5,"Ideal","J","SI2",64,55,14502,8.56,8.48,5.46
0.31,"Premium","H","VVS1",61.8,59,612,4.32,4.36,2.68
0.5,"Premium","E","VS2",61.8,58,1746,5.11,5.05,3.14
0.51,"Premium","G","VS1",62.3,59,1656,5.06,5.12,3.17
0.3,"Very Good","G","VVS2",60.4,60,638,4.3,4.34,2.61
1,"Very Good","D","SI1",62.1,58,5390,6.34,6.45,3.97
0.73,"Ideal","E","VS2",62.2,59,3198,5.74,5.77,3.58
0.33,"Premium","F","VS2",60,60,740,4.49,4.45,2.68
0.3,"Very Good","E","VS2",62.9,58,544,4.27,4.31,2.7
0.53,"Ideal","H","SI2",61.6,54,1020,5.22,5.26,3.23
0.92,"Very Good","E","SI2",63.2,54,3679,6.29,6.25,3.96
0.51,"Ideal","G","VVS2",61.8,56,1875,5.1,5.16,3.17
2.01,"Premium","E","SI2",62,61,17179,8.1,8.04,5
1.01,"Ideal","F","VS1",61.7,56,8552,6.48,6.45,3.99
1.01,"Ideal","G","SI1",61.4,55,4653,6.46,6.5,3.98
1.42,"Ideal","G","VS2",62.6,57,10735,7.19,7.15,4.49
1.62,"Ideal","F","VS1",61.7,55,14386,7.58,7.53,4.66
1.19,"Premium","E","I1",60.2,61,3572,6.91,6.87,4.15
0.3,"Ideal","G","IF",62.4,55,1025,4.32,4.3,2.69
1.23,"Ideal","J","SI1",61.3,54,5181,6.92,6.97,4.26
0.32,"Premium","J","SI1",61.6,58,480,4.4,4.36,2.7
0.6,"Premium","G","SI1",61.9,61,1646,5.38,5.34,3.32
0.25,"Very Good","E","VVS2",63.1,56,740,4.05,4,2.54
1.02,"Very Good","G","SI1",62,57,4633,6.41,6.5,4
0.86,"Premium","F","SI1",62.6,58,3372,6.01,6.06,3.78
0.24,"Premium","H","VVS1",61.2,58,554,4.01,3.96,2.44
0.63,"Ideal","D","VS2",62.1,55,2373,5.5,5.52,3.42
1.5,"Premium","I","VS2",62.3,60,9479,7.25,7.19,4.5
2,"Fair","I","SI2",66.8,55,8037,7.75,7.71,5.16
0.3,"Ideal","D","VS2",62.3,56,710,4.29,4.32,2.68
0.45,"Very Good","E","SI2",63.2,54,731,4.94,4.82,3.09
0.7,"Very Good","F","VS2",62.9,58,2803,5.63,5.65,3.55
0.35,"Premium","H","SI2",62,58,551,4.5,4.47,2.78
0.72,"Premium","F","SI1",61.6,60,2314,5.79,5.73,3.55
0.41,"Premium","G","VS2",60.9,58,1061,4.83,4.8,2.93
2,"Premium","J","SI2",61.9,55,11899,8.09,8.06,5
0.53,"Ideal","G","VS2",61.8,55,1577,5.19,5.22,3.21
1.16,"Very Good","H","SI2",62.8,59,5799,6.7,6.64,4.19
0.33,"Premium","H","VS1",59.7,59,743,4.53,4.52,2.7
1.22,"Premium","I","SI1",62.3,58,5233,6.77,6.81,4.23
0.9,"Fair","G","SI1",65.6,56,3145,6.1,6.03,3.98
1,"Good","G","SI1",61.6,62,4528,6.37,6.45,3.95
0.73,"Ideal","G","SI1",61.4,57,3089,5.74,5.79,3.54
1.26,"Ideal","H","SI1",62,56,7701,6.92,6.94,4.3
0.7,"Premium","F","SI1",62.3,58,2196,5.67,5.72,3.55
1.83,"Very Good","I","VS1",61.9,57,13587,7.85,7.91,4.88
0.34,"Ideal","E","IF",61.7,56,1243,4.48,4.46,2.76
0.56,"Ideal","F","VS1",61.9,55,2016,5.36,5.32,3.3
0.52,"Very Good","F","SI1",62.6,58,1267,5.11,5.14,3.21
0.9,"Ideal","H","VS2",60.9,54,4871,6.19,6.22,3.78
0.71,"Good","H","VVS2",63,59,2517,5.64,5.67,3.56
0.28,"Ideal","H","IF",62,56,586,4.2,4.23,2.61
0.33,"Ideal","G","VS1",62.3,57,666,4.38,4.42,2.74
1.01,"Very Good","H","VS2",61.6,60,5204,6.46,6.39,3.96
0.53,"Premium","E","VS2",59.8,58,1721,5.26,5.27,3.15
0.9,"Very Good","F","SI1",63.1,58,3881,6.18,6.12,3.88
0.53,"Ideal","E","SI2",63,57,1262,5.16,5.13,3.24
1.7,"Premium","G","VS2",62.6,61,15568,7.64,7.54,4.75
0.36,"Ideal","I","IF",61.9,54,735,4.57,4.6,2.84
0.7,"Very Good","E","VS1",62.5,56,3063,5.64,5.68,3.54
0.3,"Ideal","E","VS1",62.2,54,775,4.28,4.3,2.67
1.01,"Good","E","SI2",63.9,58,3546,6.31,6.37,4.05
0.32,"Good","F","VS2",63.6,57,828,4.37,4.34,2.77
1.22,"Ideal","H","SI1",62.1,56,6388,6.87,6.81,4.25
0.33,"Very Good","D","VVS1",62.1,58,920,4.39,4.46,2.75
0.27,"Very Good","F","VVS2",61.3,57,682,4.14,4.18,2.54
0.92,"Premium","E","SI1",59.8,59,4562,6.33,6.37,3.8
0.4,"Ideal","D","VVS2",61.3,56,1323,4.78,4.75,2.92
0.41,"Good","D","SI1",56.5,63,758,4.98,4.94,2.8
1.02,"Ideal","F","SI1",60.3,60,5195,6.55,6.51,3.94
0.71,"Ideal","E","VVS2",62,53.9,4042,5.73,5.77,3.57
0.9,"Very Good","E","SI2",63.7,56,3482,6.08,6.13,3.89
0.33,"Very Good","E","VS2",61.9,58,627,4.42,4.47,2.75
0.74,"Ideal","F","VS2",60.5,59,2936,5.81,5.86,3.53
0.37,"Ideal","E","VS2",61,56,762,4.64,4.67,2.84
0.51,"Ideal","D","SI1",61.8,55,1687,5.18,5.14,3.19
1.7,"Premium","J","VVS1",62.9,60,11005,7.61,7.56,4.77
0.3,"Ideal","F","IF",62.1,55,886,4.31,4.35,2.69
1.04,"Premium","D","VVS2",60.8,58,10314,6.53,6.49,3.96
0.9,"Very Good","H","SI2",63,55,3162,6.1,6.16,3.86
0.9,"Very Good","F","SI1",63.6,58,3848,6.08,6.12,3.88
1.05,"Premium","F","VVS2",61.3,59,8693,6.56,6.48,4
0.4,"Premium","H","VVS2",60.9,58,877,4.74,4.79,2.9
1.54,"Premium","H","VS2",61.9,61,10758,7.41,7.33,4.56
1.55,"Ideal","F","VS2",62.6,57,14185,7.35,7.39,4.61
0.71,"Premium","D","VS1",61.6,58,3479,5.78,5.72,3.54
1,"Very Good","G","VS2",63.3,60,5600,6.37,6.29,4.01
0.9,"Ideal","F","SI2",61.9,57,4593,6.13,6.18,3.81
0.7,"Very Good","F","VS2",62.9,57,2473,5.59,5.63,3.53
0.78,"Very Good","H","SI2",63.5,56,2265,5.82,5.86,3.71
0.34,"Very Good","G","VS2",60.3,54,596,4.53,4.56,2.74
1.01,"Ideal","J","SI1",62.8,57,3926,6.4,6.44,4.03
1.2,"Ideal","F","VVS1",62,56,11455,6.76,6.82,4.21
0.42,"Ideal","H","SI2",62,54,625,4.81,4.83,2.99
0.7,"Very Good","I","VVS2",63.4,59,2415,5.6,5.57,3.54
0.83,"Very Good","G","SI2",63.3,57,2543,5.97,5.91,3.76
1.01,"Ideal","E","VVS1",62.2,57,10887,6.38,6.44,3.99
2.08,"Premium","G","SI2",62.2,60,12883,8.16,8.09,5.06
0.53,"Ideal","F","VS1",61.7,55,2046,5.18,5.22,3.21
0.7,"Good","G","VS2",63.8,59,2353,5.51,5.55,3.53
1,"Premium","H","VS1",59.1,60,4732,6.45,6.42,3.8
0.53,"Premium","H","SI2",62.5,60,1015,5.16,5.18,3.23
0.57,"Ideal","F","VVS1",62.5,56,2682,5.27,5.32,3.31
0.31,"Ideal","H","VS2",61.5,56,507,4.38,4.4,2.7
1.47,"Premium","G","VS2",62.8,57,11113,7.27,7.22,4.55
0.86,"Good","F","SI2",64.3,60,2819,5.97,5.95,3.83
1.2,"Premium","G","VS2",61.4,60,7603,6.77,6.81,4.17
1.51,"Premium","G","VS2",62.5,59,12756,7.28,7.34,4.57
0.71,"Good","I","VVS2",63.7,56,2283,5.68,5.63,3.6
0.5,"Premium","E","VS2",61.3,60,1746,5.11,5.07,3.12
1.02,"Very Good","I","VS2",59.3,59,4532,6.56,6.6,3.9
0.73,"Very Good","E","VS1",61.5,57,3492,5.78,5.83,3.57
0.38,"Ideal","E","VVS2",61.6,55,1176,4.72,4.67,2.89
0.45,"Fair","E","VS2",66.9,60,980,4.78,4.71,3.18
0.34,"Ideal","H","SI1",62.6,56,490,4.46,4.48,2.8
0.71,"Very Good","E","VS2",62.4,57,2759,5.68,5.73,3.56
0.4,"Premium","G","SI1",61.4,60,702,4.67,4.71,2.88
0.32,"Ideal","I","IF",61.7,55,655,4.4,4.42,2.72
0.57,"Good","F","VS1",58.3,61,1741,5.49,5.54,3.21
1.52,"Premium","E","SI2",62.9,59,9576,7.31,7.26,4.58
1.05,"Ideal","D","VVS2",61.9,54,11196,6.53,6.55,4.05
0.52,"Ideal","H","SI1",61.7,55,1245,5.17,5.21,3.2
0.59,"Premium","F","SI1",62.2,60,2124,5.37,5.33,3.33
1.01,"Premium","G","VS2",60.7,60,5864,6.49,6.45,3.93
0.9,"Premium","I","SI2",60.6,60,2948,6.28,6.23,3.79
0.2,"Very Good","E","VS2",63.4,59,367,3.74,3.71,2.36
0.3,"Ideal","H","SI1",62.2,53,514,4.29,4.32,2.68
0.9,"Very Good","E","SI2",62.4,57,3662,6.13,6.17,3.84
0.33,"Very Good","E","VVS2",60.1,63,981,4.45,4.5,2.69
1.01,"Good","F","SI1",57.4,57,4632,6.52,6.48,3.73
1,"Ideal","D","VS2",62.2,54,8008,6.45,6.42,4
0.3,"Premium","I","VS1",59.1,59,473,4.35,4.38,2.58
0.47,"Premium","E","SI1",60.2,61,1087,5.05,4.96,3.02
0.7,"Good","E","SI2",63.7,61,2307,5.64,5.6,3.58
0.7,"Fair","F","I1",70.8,56,992,5.38,5.33,3.79
0.34,"Ideal","D","VS2",62.4,53,805,4.49,4.52,2.81
0.91,"Good","H","SI1",63.7,60,3229,6.16,6.09,3.9
0.7,"Fair","I","VS2",64.7,60,2117,5.55,5.49,3.57
0.3,"Ideal","E","VS2",62.2,56,844,4.3,4.28,2.67
0.33,"Ideal","E","VS1",61.5,54,806,4.46,4.49,2.75
0.3,"Ideal","G","IF",62.1,57,863,4.27,4.29,2.66
0.67,"Premium","D","SI2",62.9,56,1819,5.65,5.6,3.54
2.12,"Premium","H","SI2",61.5,59,13307,8.26,8.21,5.06
1.64,"Very Good","E","SI1",61.8,59,12779,7.51,7.55,4.65
0.33,"Ideal","F","VS1",61.6,55,738,4.46,4.47,2.76
0.48,"Very Good","E","VS2",59.9,58.9,1320,5.07,5.12,3.06
1.01,"Very Good","G","VS2",62.7,61,5747,6.32,6.35,3.97
0.43,"Very Good","E","VS2",62.8,56,981,4.79,4.86,3.03
0.3,"Very Good","D","VS1",61.2,55,610,4.32,4.34,2.65
0.56,"Ideal","E","VS1",61.8,55,2010,5.28,5.33,3.28
1.56,"Ideal","G","VS2",62.2,54,12800,0,0,0
0.58,"Ideal","F","VS2",62.4,57,1798,5.31,5.33,3.32
1.54,"Very Good","H","SI2",62.3,56,8301,7.33,7.38,4.58
0.33,"Ideal","G","IF",61,56,946,4.48,4.5,2.74
0.4,"Ideal","E","VVS2",62.5,54,1106,4.73,4.77,2.97
0.32,"Ideal","G","VS1",61.8,55,645,4.42,4.45,2.74
1.21,"Premium","H","SI2",62.7,59,5324,6.75,6.78,4.24
0.9,"Fair","G","SI1",65.4,59,3145,6.04,6,3.94
0.53,"Premium","G","SI1",61.3,58,1363,5.21,5.16,3.18
0.36,"Premium","I","VS2",62.7,59,505,4.54,4.58,2.86
0.52,"Very Good","I","SI2",60.9,59,974,5.14,5.18,3.14
1.03,"Ideal","H","SI1",59.7,55,4585,6.6,6.64,3.95
0.34,"Ideal","F","VVS1",61.4,55,919,4.52,4.54,2.78
0.53,"Very Good","F","VS2",61.9,58,1631,5.17,5.2,3.21
0.31,"Ideal","G","VVS2",62.7,57,846,4.35,4.32,2.72
0.9,"Good","H","SI1",62.8,62,3447,6.05,6.09,3.81
1.54,"Premium","I","SI2",60.1,61,7727,7.46,7.41,4.47
0.76,"Premium","F","SI2",62.7,55,2491,5.83,5.74,3.63
1.14,"Ideal","G","VS1",61.8,55,8121,6.71,6.76,4.16
1.01,"Ideal","I","VS1",62.9,56,4118,6.43,6.38,4.03
0.51,"Ideal","D","SI1",62.8,56,1687,5.09,5.07,3.19
0.38,"Premium","F","SI1",62.7,58,898,4.62,4.6,2.89
1.51,"Very Good","G","VS1",60.2,63,12317,7.36,7.39,4.44
1.01,"Ideal","E","VS2",61.6,57,7198,6.43,6.46,3.97
0.72,"Ideal","D","SI1",61.9,55,2954,5.75,5.78,3.57
0.4,"Ideal","E","SI1",62.2,55,945,4.75,4.71,2.94
1.56,"Ideal","F","SI1",61.2,57,11047,7.48,7.52,4.59
1,"Premium","I","VS2",61.6,59,4452,6.47,6.39,3.96
2.01,"Good","H","SI1",60.9,65,15618,8.22,8.18,4.99
0.41,"Premium","G","VVS2",61.4,58,1007,4.75,4.8,2.93
0.67,"Very Good","G","VVS1",62,56,3178,5.6,5.62,3.48
0.4,"Ideal","G","VVS1",62.1,53,1043,4.75,4.79,2.96
0.24,"Very Good","F","VS2",59.6,58,419,4.08,4.11,2.44
0.7,"Good","D","SI1",61.6,62,2570,5.67,5.72,3.51
1.01,"Ideal","F","SI2",60.6,57,4239,6.49,6.55,3.95
0.32,"Premium","G","VS2",61.5,58,720,4.4,4.35,2.69
1.33,"Premium","E","SI2",61,60,6256,7.13,7.05,4.33
0.3,"Premium","J","VS1",63,59,506,4.27,4.24,2.68
0.7,"Good","G","VS2",62.1,61,2367,5.68,5.69,3.53
0.38,"Premium","H","VS2",60.5,59,700,4.66,4.69,2.83
0.33,"Ideal","G","SI2",62.9,55,557,4.46,4.41,2.79
0.3,"Premium","H","SI1",62.5,57,554,4.29,4.25,2.67
1,"Premium","F","SI1",62.3,59,5292,6.43,6.37,3.99
1.09,"Premium","H","VS2",62.3,57,5993,6.63,6.53,4.1
1.31,"Very Good","H","SI1",60.3,58,7189,7.02,7.1,4.26
1.41,"Good","G","SI1",63.7,57,7738,7.13,7.03,4.51
0.34,"Very Good","E","SI1",63,55,596,4.42,4.47,2.8
1.54,"Ideal","G","SI2",61.9,55,9193,7.47,7.39,4.6
0.3,"Ideal","E","IF",61.2,58,957,4.31,4.38,2.66
2.28,"Ideal","I","SI2",62.9,57,16187,8.41,8.34,5.27
1,"Good","F","SI1",57.9,62,4961,6.55,6.58,3.8
0.92,"Premium","H","SI1",59.2,60,2968,6.4,6.35,3.76
2.01,"Good","G","SI1",60.1,61,18374,8.04,8.12,4.86
0.7,"Ideal","H","SI1",61,56,2487,5.74,5.76,3.51
0.53,"Ideal","F","VVS1",61.4,56,2618,5.21,5.25,3.21
0.54,"Good","G","VS1",60.8,62,1685,5.22,5.24,3.18
0.71,"Good","J","VS2",60.6,61,1922,5.7,5.79,3.48
0.7,"Premium","F","SI2",61.9,62,2107,5.69,5.66,3.51
1.34,"Ideal","H","SI1",62.4,54,7659,7.05,7.08,4.41
0.56,"Very Good","E","VVS2",60.5,57,2442,5.32,5.36,3.23
0.72,"Ideal","H","SI2",60.8,56,2252,5.79,5.83,3.53
2.01,"Premium","F","SI2",61.3,58,14067,8.14,8.07,4.97
2.02,"Ideal","I","SI2",61.7,57,13229,8.12,8.05,4.99
0.31,"Premium","H","VVS1",60.5,58,707,4.4,4.43,2.67
1.01,"Premium","G","VVS2",61.4,58,6843,6.46,6.51,3.98
0.72,"Ideal","E","SI1",60.5,55,3409,5.8,5.86,3.53
0.41,"Premium","F","VS1",62.7,58,1076,4.77,4.74,2.98
1.28,"Very Good","H","SI2",60.2,58,5984,7.03,7.13,4.26
1.55,"Ideal","G","SI2",60.7,55,9704,7.54,7.51,4.57
0.9,"Very Good","H","VS1",62.6,55,3964,6.14,6.19,3.86
1.59,"Very Good","I","VS2",60.5,63,10106,7.52,7.45,4.53
1.04,"Ideal","H","SI1",62.1,57,4801,6.49,6.52,4.04
0.31,"Ideal","D","VS1",60.5,55,877,4.43,4.39,2.67
0.33,"Very Good","I","VS1",59.9,62,575,4.48,4.57,2.71
0.7,"Ideal","G","VS1",61.4,55,3206,5.71,5.76,3.53
0.51,"Premium","H","SI1",61.6,56,1250,5.19,5.14,3.18
1,"Premium","D","SI2",62.4,58,4816,6.36,6.33,3.96
0.71,"Very Good","H","VS1",62.7,57,2559,5.66,5.72,3.57
2.21,"Premium","H","SI2",62.9,60,13369,8.27,8.23,5.19
0.3,"Ideal","F","VS2",60.7,57,605,4.29,4.34,2.62
1.59,"Very Good","H","SI1",62.2,58,10356,7.45,7.48,4.64
0.7,"Premium","G","SI1",62.6,60,2415,5.61,5.57,3.5
0.5,"Premium","H","VVS1",62.5,58,1838,5.1,5.05,3.17
0.25,"Good","E","VVS2",64.9,58,476,3.95,3.97,2.57
1.58,"Ideal","H","SI1",61.4,56,10546,7.46,7.53,4.6
2.06,"Premium","J","I1",61.2,58,5203,8.1,8.07,4.95
0.62,"Very Good","D","VS1",63.4,55,2310,5.46,5.43,3.45
1.2,"Very Good","I","SI1",62.8,57,5408,6.7,6.74,4.22
0.36,"Ideal","E","VS2",62.1,55,1013,4.58,4.54,2.83
1.07,"Premium","E","SI2",61.3,59,4943,6.58,6.64,4.05
1.03,"Premium","H","VS2",61.6,61,5364,6.51,6.44,3.99
1.48,"Very Good","H","SI1",62.5,59,8815,7.16,7.23,4.5
0.38,"Ideal","H","VS2",61.9,56,680,4.63,4.68,2.88
0.41,"Ideal","I","IF",62.6,57,1007,4.74,4.78,2.98
0.3,"Good","H","VS1",63.3,57,526,4.22,4.25,2.68
0.5,"Premium","F","VS2",60.6,59,1433,5.13,5.03,3.08
0.33,"Ideal","H","VVS2",62.2,56,666,4.44,4.46,2.77
1.32,"Good","E","SI1",63.7,56,6830,6.96,6.88,4.41
0.71,"Ideal","G","VS1",62.3,54,3195,5.68,5.72,3.55
0.9,"Premium","F","SI1",61.4,55,4435,6.18,6.16,3.79
